Fire Started,Temp (C),average humidity %,average wind speed,Unnamed: 0,Incident Name,County,Administrative Unit,Acres Burned,Crews Involved,Dozers,Engines,Fatalities,Helicopters,Injuries,Personnel Involved,Structures Damaged,Structures Destroyed,Structures Threatened,Water Tenders,Fire Extinguished,Longitude,Latitude,Incident ID
2018-05-23,19.838888890000003,60.875,32.29861111333333,928,Experimental Fire,Madera,CAL FIRE Madera-Mariposa-Merced Unit,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:23:00Z,-119.75307,37.0979,f163aa10-1dd9-4fd0-9e5b-fda78ef5bcc6
2018-05-24,18.983333336666664,71.37499999666666,26.243055556666665,929,Water Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:22:00Z,-120.12441,35.56922,31c47bb9-1913-463e-95e4-86e48fadfda6
2018-05-26,19.78888888666667,75.06944444333334,16.729166666666668,930,Cobble Fire,Fresno,CAL FIRE Fresno-Kings Unit,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:22:00Z,-119.42172,36.75581,737f9bb2-5a43-4730-94c1-4031bce6d626
2018-05-27,21.631944443333335,74.81944444666667,19.993055553333335,931,Keeler Fire,Santa Clara,CAL FIRE Santa Clara Unit,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:22:00Z,-121.76828,37.21803,7f775329-242f-4211-b564-92f90062c227
2018-05-28,21.099999999999998,68.01388888666666,15.647222219999998,932,70th Fire,Riverside,CAL FIRE / Riverside County Fire,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:21:00Z,-116.10231,33.53924,79dee087-3393-473f-aaa9-5d253cc5e1fa
2018-05-28,21.099999999999998,68.01388888666666,15.647222219999998,933,Chrome Fire,Glenn,CAL FIRE Tehama-Glenn Unit,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:21:00Z,-122.58666,39.65578,09f22e57-6058-4a87-972a-ece08f4527d4
2018-05-29,20.636111109999998,70.31944444333334,10.752777778,934,Stuhr Fire,Stanislaus,CAL FIRE Santa Clara Unit,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:21:00Z,-121.10903,37.32744,e596a67e-177f-4db9-a2d6-dda7da1678fb
2018-05-29,20.636111109999998,70.31944444333334,10.752777778,935,Vineyard Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:20:00Z,-120.64028,35.71859,4b641aa9-e8b4-492e-a181-f1bad47c4d6d
2018-05-30,21.57777778,59.708333333333336,15.25277778,936,Grant Fire,Alameda,CAL FIRE Santa Clara Unit,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019-01-04T10:20:00Z,-121.57918,37.75375,503cf916-4f56-4be7-8083-730122f686dc
2018-06-01,22.040277776666667,59.791666666666664,21.474999999999998,937,Madison FIre,Yolo,CAL FIRE Sonoma-Lake-Napa Unit ,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:20:00Z,-122.01762,38.64953,4235f934-ed24-425d-821c-46363dcb16e8
2018-06-01,22.040277776666667,59.791666666666664,21.474999999999998,938,Open Fire,Glenn,Mendocino National Forest ,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:19:00Z,-122.65582,39.46543,3db90629-694f-43d7-b46a-6378f6bc1472
2018-06-01,22.040277776666667,59.791666666666664,21.474999999999998,939,Plymire Fire,Tehama,CAL FIRE Tehama-Glenn Unit,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:19:00Z,-122.29388,40.201826,b48e83d3-eb05-47df-a198-185912d8190e
2018-06-02,22.269444446666665,60.56944444333334,25.174999999999997,940,Coldwell Fire,Fresno,CAL FIRE Fresno-Kings Unit,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:18:00Z,-120.55324,36.10499,af8fe898-e4a6-4b9f-86a5-e6fc3226832b
2018-06-02,22.269444446666665,60.56944444333334,25.174999999999997,941,Glen Fire,Contra Costa,CAL FIRE Santa Clara Unit,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:19:00Z,-121.86473,37.99113,abe0e447-8977-406f-9e13-5514f4e954bc
2018-06-02,22.269444446666665,60.56944444333334,25.174999999999997,942,Aliso Fire,Orange,Orange County Fire,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:19:00Z,-117.72044,33.55132,105b65f3-7e99-4cd6-8b0a-f78004c041eb
2018-06-02,22.269444446666665,60.56944444333334,25.174999999999997,943,Jardin Fire,Riverside,CAL FIRE/Riverside County Fire,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:18:00Z,-117.22215,33.45014,c88bdcbd-2592-44d2-b44d-1c5a37593ffb
2018-06-03,21.804166666666664,68.38888888666666,24.144444446666668,944,Black Fire,Tehama,CAL Fire Tehama Glenn Unit,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:18:00Z,-122.3307,39.80827,2d27a570-a8b0-4332-a40a-3afb8f2a575c
2018-06-03,21.804166666666664,68.38888888666666,24.144444446666668,945,Grande Fire,Riverside,CAL FIRE/ Riverside County Fire,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:18:00Z,-117.31468,33.47413,a0b7fa30-74d0-419f-927b-de29b0d00018
2018-06-03,21.804166666666664,68.38888888666666,24.144444446666668,946,Ethanac Fire,Riverside,CAL FIRE/ Riverside County Fire,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:17:00Z,-117.28189,33.742,368fb83d-2660-4d9f-b6ad-0a2ef5de1e52
2018-06-03,21.804166666666664,68.38888888666666,24.144444446666668,947,Fairview Fire,San Benito,CAL FIRE San Benito-Monterey Unit,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:17:00Z,-121.36446,36.83036,39ace715-e375-4083-a05c-7fb7448e17b9
2018-06-03,21.804166666666664,68.38888888666666,24.144444446666668,948,Resort Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:17:00Z,-120.91793,35.75737,0fd4a4af-b243-4e88-b983-648d0c127f47
2018-06-03,21.804166666666664,68.38888888666666,24.144444446666668,949,Martin Fire,Siskiyou,CAL FIRE Siskiyou Unit,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:17:00Z,-122.33769,41.58233,a9d772ae-90d9-4f8e-9fe7-342b4266dd52
2018-06-03,21.804166666666664,68.38888888666666,24.144444446666668,950,Adobe Fire,San Diego,San Diego City Fire Dept.,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:16:00Z,-117.06782,32.78031,8efb9edc-dbe7-4824-9027-22993569f794
2018-06-03,21.804166666666664,68.38888888666666,24.144444446666668,951,Green Fire,San Diego,San Miguel FPD,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:16:00Z,-116.92404,32.75072,60041942-db7c-4c3d-8a94-151addbd9d20
2018-06-04,22.84583333333333,70.90277778,28.380555553333334,952,Stone Fire,Los Angeles,Unified Command: US Forest Service and Los Angeles County FD,1352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:15:00Z,-118.31138,34.5486,5340807b-1be1-4894-b446-c81c46456641
2018-06-04,22.84583333333333,70.90277778,28.380555553333334,953,Meamber Fire,Siskiyou,CAL FIRE Siskiyou Unit,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:13:00Z,-122.98442,41.64805,c48eaae5-afb4-472c-be65-7dfbb3c82f4d
2018-06-04,22.84583333333333,70.90277778,28.380555553333334,954,Airline Fire,San Benito,CAL FIRE San Benito-Monterey,1314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:15:00Z,-120.99322,36.40755,df2538f9-20c9-4d40-9a64-9d6334b6f7d6
2018-06-04,22.84583333333333,70.90277778,28.380555553333334,955,Eastern Fire,San Benito,CAL FIRE San Benito-Monterey,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:14:00Z,-120.901167,36.378333,5228fabc-64f6-4ccf-aedc-dc1e781277a6
2018-06-04,22.84583333333333,70.90277778,28.380555553333334,956,ONeals Fire,Madera,CAL FIRE Madera-Mariposa-Merced ,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:14:00Z,-119.623981,37.10181,9662b158-b17f-4386-867a-3afa5ea28929
2018-06-04,22.84583333333333,70.90277778,28.380555553333334,957,Panoche Fire,San Benito,CAL FIRE San Benito-Monterey,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:13:00Z,-121.03253,36.64832,9f926d66-2cfa-4e3d-b4a3-4ea3b4b23698
2018-06-05,24.11527777666667,65.79166666666667,31.01111111,958,Pallet Fire,Sonoma,Schell-Vista Fire Protection District ,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:12:00Z,-122.44408,38.245151,6eed6c93-14f3-450a-80c8-65c5450a8cbd
2018-06-05,24.11527777666667,65.79166666666667,31.01111111,959,Vista Fire,San Diego,CAL FIRE San Diego Unit,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:11:00Z,-117.22974,33.40769,a43a2839-d85f-4152-ac07-4a29c31723cf
2018-06-06,23.68611111,69.68055555666666,24.376388886666664,960,Recycle Fire,San Diego,CAL FIRE San Diego Unit,265.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:11:00Z,-116.46674,32.63046,9ededdf0-b250-49ec-999d-eb988dab08a9
2018-06-07,23.116666666666664,73.88888888999999,13.322222222333332,961,Bear Fire,Merced,CAL FIRE Madera-Mariposa-Merced ,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:10:00Z,-120.24315,37.33924,cdd46073-0336-4003-8a06-161947985987
2018-06-09,19.425,82.44444444333334,12.693055553333332,962,Apple Fire,Tehama,CAL FIRE Tehama-Glenn Unit,2956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2019-01-04T10:10:00Z,-122.3571,39.94355,22fc8e84-ae8e-4a10-a9f3-828464616253
2018-06-09,19.425,82.44444444333334,12.693055553333332,963,South Fire,Los Angeles,Los Angeles County,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:08:00Z,-122.5275,37.97638,d6d4d085-1c3b-4ee5-bd2a-dd3779797e97
2018-06-09,19.425,82.44444444333334,12.693055553333332,964,Mission Fire,Marin,San Rafael Fire ,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:09:00Z,-122.5275,37.97638,5adaf6fa-0c4a-43e4-bd32-baa089a7f0b2
2018-06-09,19.425,82.44444444333334,12.693055553333332,965,Sam Fire,Monterey,Fort Hunter Liggett,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:08:00Z,-121.11936,35.9352,63e41793-2c9c-4dda-98e0-62b5069514a7
2018-06-09,19.425,82.44444444333334,12.693055553333332,966,Chrome Fire,Glenn,CAL FIRE Tehama-Glenn Unit,2290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019-01-04T10:09:00Z,-122.58218,39.64978,1d926fc4-0f23-47dd-a750-5e7fac4ad416
2018-06-11,22.784722220000003,73.56944444666667,16.30416667,967,Lions Fire,Madera,Sierra National Forest,4064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:03:00Z,-119.118,37.571,b17eb5bf-c44a-4e13-99d0-bbdf5e8f8f67
2018-06-11,22.784722220000003,73.56944444666667,16.30416667,968,Liberty Fire,San Joaquin,CAL FIRE Amador - El Dorado Unit,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:08:00Z,-121.09199,38.24033,7278467f-ca4a-47f1-b876-a6722b546f30
2018-06-11,22.784722220000003,73.56944444666667,16.30416667,969,Santiago Fire,Orange,Orange County Fire,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:08:00Z,-117.746625,33.787838,96781eb8-6146-4b96-a5cb-7457defea461
2018-06-12,23.702777776666665,72.72222222333333,27.80138889,970,Euclid Fire,Riverside,CAL FIRE / Riverside County Fire,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:07:00Z,-117.654299,33.925862,e1c9dae5-a2d8-4c97-8e6d-65937ade5e79
2018-06-12,23.702777776666665,72.72222222333333,27.80138889,971,Portola Fire ,Los Angeles,Los Angeles City Fire Department,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:07:00Z,-118.427886,34.110516,7307857b-b127-4b3a-bf11-ee19d07e0736
2018-06-12,23.702777776666665,72.72222222333333,27.80138889,972,Beaver Fire,San Benito,CAL FIRE San Benito-Monterey Unit,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:07:00Z,-120.862579,36.37532,b3ab43c4-6f73-4ccc-a3ca-f2c54959f8b1
2018-06-13,22.727777776666667,78.12499999666666,17.580555556666667,973,Vista Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:07:00Z,-120.670311,35.663607,d886d8aa-00b7-41d7-b48f-665f5c6cf01e
2018-06-13,22.727777776666667,78.12499999666666,17.580555556666667,974,Spring Fire,Tehama,CAL FIRE Tehama-Glenn Unit,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:07:00Z,-122.135924,40.394073,994876ff-2369-4a13-9642-d2dfbd372ac9
2018-06-14,22.184722223333335,75.58333333333333,15.348611113333334,975,70 Fire,Butte,CAL FIRE Butte Unit,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:07:00Z,-121.617698,39.602703,59b452f4-04fe-4251-8cf9-70dfc53ada0c
2018-06-14,22.184722223333335,75.58333333333333,15.348611113333334,976,Bridle Fire,Riverside,CAL FIRE / Riverside County Fire,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:06:00Z,-116.821724,33.524412,764b9aac-411e-442d-a045-1bd02ec773c2
2018-06-14,22.184722223333335,75.58333333333333,15.348611113333334,977,Creston FIre,San Luis Obispo,CAL FIRE San Luis Obispo Unit,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:06:00Z,-120.624135,35.58354,f3d3e61e-4ab4-4155-a882-4e27de976659
2018-06-14,22.184722223333335,75.58333333333333,15.348611113333334,978,Tumbleweed Fire,Lassen,Northern California District Bureau of Land Management ,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:06:00Z,-120.36403,40.3768,b307b3b5-529a-4dd0-ad30-e678180a6174
2018-06-15,22.318055556666668,77.40277777666667,26.151388886666666,979,Planada Fire,Merced,CAL FIRE Madera-Mariposa-Merced ,4563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:06:00Z,-120.34207,37.39339,3de50f18-061e-40f4-8ee4-8a3d3ef25fb1
2018-06-15,22.318055556666668,77.40277777666667,26.151388886666666,980,Raymond Fire,Madera,CAL FIRE Madera-Mariposa-Merced ,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:06:00Z,-119.91223,37.14663,06ccdd6b-fd15-4cba-a9ed-6cb7c70327d9
2018-06-15,22.318055556666668,77.40277777666667,26.151388886666666,981,Boyer Fire,Mariposa,CAL FIRE Madera-Mariposa-Merced ,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019-01-04T10:05:00Z,-119.84299,37.47677,42bd7e44-5bfa-4e25-961d-941a18bc00d0
2018-06-16,21.873611113333336,74.23611111333334,26.997222223333335,982,Oregon Fire,Butte,CAL FIRE Butte Unit/Butte County Fire Department,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:05:00Z,-121.521111,39.549167,9b6b1707-4342-4b38-b4a2-1056c202a32a
2018-06-16,21.873611113333336,74.23611111333334,26.997222223333335,983,Creek Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:05:00Z,-122.476381,38.886518,af251be5-4fa6-4ced-954c-a0e0aa34a517
2018-06-16,21.873611113333336,74.23611111333334,26.997222223333335,984,Willow Fire,Contra Costa,CAL FIRE Santa Clara Unit,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:05:00Z,-121.998967,38.015323,0ffbb118-8070-4220-95a7-cdef27b0a7ae
2018-06-17,21.756944443333335,80.45833333333333,22.598611109999997,985,Upper Colony Fire,Alpine,Bureau of Land Management Carson City District Office,1202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:05:00Z,-119.416746,38.834395,bd149eaf-5a3e-4eac-9973-243e78862b35
2018-06-17,21.756944443333335,80.45833333333333,22.598611109999997,986,China Fire,Amador,CAL FIRE Amador-El Dorado Unit,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:05:00Z,-120.892404,38.265645,43d24c96-7841-423f-9e14-bc9a7ff49416
2018-06-17,21.756944443333335,80.45833333333333,22.598611109999997,987,Dinosaur Fire,Merced,CAL FIRE Madera-Mariposa-Merced ,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:04:00Z,-121.176354,37.05876,fc911680-49a8-454b-be0f-d78cd957bd29
2018-06-17,21.756944443333335,80.45833333333333,22.598611109999997,988,Vallecitos Fire,Alameda,CAL FIRE Santa Clara Unit,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:04:00Z,-121.806775,37.627119,1f49d4b1-f08f-4fce-8b55-48ff0e521a2f
2018-06-18,22.141666666666666,83.98611111000001,19.737500003333334,989,Wheeler Fire,Mariposa,CAL FIRE Madera-Mariposa-Merced Unit,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:04:00Z,-120.199162,37.707234,8f98a50c-fac6-4dcd-844f-76c49891f0f6
2018-06-19,22.080555556666667,82.22222222333333,10.955555557666665,990,Iron Fire,Contra Costa,Unified Command: CAL FIRE Santa Clara Unit and San Ramon Valley Fire Department,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:04:00Z,-121.908976,37.779209,2bee561f-fd8f-44ad-9c25-ccdc671029bc
2018-06-19,22.080555556666667,82.22222222333333,10.955555557666665,991,Ranchita Fire,Monterey,CAL FIRE San Benito-Monterey Unit,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:04:00Z,-120.57833,35.77017,b2adde70-a40e-4b81-9f5f-8f6b96042af2
2018-06-20,24.159722220000003,71.59722222333333,12.366666667666665,992,Yankee Fire,San Luis Obispo,Camp Roberts,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:03:00Z,-120.75593,35.73629,d963ff00-9c98-4bc6-a3b3-4856d8192e87
2018-06-21,24.974999999999998,66.58333333,15.78472222,993,Creek Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2019-01-04T10:03:00Z,-120.39295,35.05747,d752892a-9bdf-4b91-83f0-2d3f94c3f370
2018-06-23,25.351388886666665,62.555555553333335,25.066666666666663,994,Lane Fire,Tehama,CAL FIRE Tehama-Glenn Unit,3392.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:02:00Z,-121.77867,40.35068,299d84d9-ff65-4669-bcd7-cb5abb191c75
2018-06-23,25.351388886666665,62.555555553333335,25.066666666666663,995,Stoll Fire,Tehama,CAL FIRE Tehama-Glenn Unit,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2019-01-04T10:02:00Z,-122.27574,40.18395,72999057-198b-4cd2-a316-2e854ef9a7f8
2018-06-23,25.351388886666665,62.555555553333335,25.066666666666663,996,Bascom Fire,Shasta,CAL FIRE Shasta-Trinity Unit,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:02:00Z,-122.17457,40.52909,9fe34773-10d3-419a-a6f5-4ddb2d43a145
2018-06-23,25.351388886666665,62.555555553333335,25.066666666666663,997,Sierra Fire,Tehama,Tehama County Fire Department,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:02:00Z,-122.19792,40.12791,75ad696c-b094-4919-89e3-f879361f5151
2018-06-23,25.351388886666665,62.555555553333335,25.066666666666663,998,Pawnee Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,15180.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,2019-01-04T10:01:00Z,-122.59848,39.0674,25574325-cf1d-4191-bc3d-c50ed0a15f9c
2018-06-23,25.351388886666665,62.555555553333335,25.066666666666663,999,Canyon Fire,Los Angeles,Los Padres National Forest,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:01:00Z,-118.75495,34.53765,c8c8905e-4ff4-4563-8ad8-3838a8d0a3bb
2018-06-24,25.166666663333334,72.13888888666666,28.030555556666666,1000,Creek Fire,Shasta,Unified Command: CAL FIRE and City of Redding Fire Department,1678.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,2019-01-04T10:01:00Z,-122.42308,40.50318,b900fe52-8900-4578-9745-58036920a1ab
2018-06-24,25.166666663333334,72.13888888666666,28.030555556666666,1001,Flat Fire,Tuolumne,CAL FIRE Tuolumne-Calaveras Unit,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:01:00Z,-120.30187,37.80785,28d55249-7c63-4213-a7b4-c0796dbb18ca
2018-06-24,25.166666663333334,72.13888888666666,28.030555556666666,1002,Horse Fire,Calaveras,CAL FIRE Tuolumne-Calaveras Unit,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2019-01-04T10:01:00Z,-120.68902,37.95766,f2d02439-f682-47e7-b6e9-6e51ca068c86
2018-06-24,25.166666663333334,72.13888888666666,28.030555556666666,1003,Romero Fire,Merced,CAL FIRE Madera-Mariposa-Merced Unit,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:00:00Z,-121.09354,37.08529,bda69d0e-716e-439e-9a18-49f44d449086
2018-06-26,24.790277776666667,86.66666666666667,20.94722222333333,1004,San Ardo,Monterey,CAL FIRE San Benito-Monterey Unit,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-21T08:51:41Z,-120.86256,35.95515,8811a5f8-b99a-454a-9af5-6753579c8d45
2018-06-26,24.790277776666667,86.66666666666667,20.94722222333333,1005,Fox Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T10:00:00Z,-120.71488,35.33916,91b94b02-cd05-471a-a4e7-5168d56c46ba
2018-06-26,24.790277776666667,86.66666666666667,20.94722222333333,1006,Shippee Fire,Butte,CAL FIRE Butte Unit - Butte County Fire Department,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T09:59:00Z,-121.78208,39.59872,a3ba8fc0-37f7-4c1a-9386-627d3369a03e
2018-06-27,25.119444443333332,86.29166666666667,18.63888889,1007,Anchor Fire,Fresno,CAL FIRE Fresno-Kings Unit,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T09:59:00Z,-119.304499,36.696879,595f6f52-a55b-40e7-8aa6-b409ff9a7a5b
2018-06-27,25.119444443333332,86.29166666666667,18.63888889,1008,Hyatt Fire,Lassen,CAL FIRE Lassen Modoc Unit,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2019-01-04T09:59:00Z,-120.45053,40.316137,218619b5-ad0c-4238-8e31-ab6d98932a73
2018-06-27,25.119444443333332,86.29166666666667,18.63888889,1009,Cherry Fire,Siskiyou,Klamath National Forest,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T09:59:00Z,-122.99272,41.83359,5aa13874-fb24-44f0-969a-d12dbc7edca8
2018-06-28,24.152777776666667,79.04166667,14.977777776666668,1010,Flat Fire,Trinity,CAL FIRE Shasta Trinity Unit,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T09:59:00Z,-122.9144,40.60402,70ff3ebc-0d1f-43eb-ab56-1ff13fe9c9e3
2018-06-29,24.17361111,79.08333333,21.18888889,1011,Llano Fire,Butte,CAL FIRE Butte Unit/Butte County Fire Department,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-04T09:58:00Z,-121.954098,39.6139,465ed1e1-89be-4556-b616-834b65746005
