Fire Started,Temp (C),average humidity %,average wind speed,Unnamed: 0,Incident Name,County,Administrative Unit,Acres Burned,Crews Involved,Dozers,Engines,Fatalities,Helicopters,Injuries,Personnel Involved,Structures Damaged,Structures Destroyed,Structures Threatened,Water Tenders,Fire Extinguished,Longitude,Latitude,Incident ID
2016-07-22,28.919444443333333,82.09722222333333,20.756944446666665,396,Bradley Fire,Monterey,CAL FIRE San Benito-Monterey Unit,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-23T08:45:00Z,-120.81081,35.85093,947aab39-3d8a-4841-8fc3-d129d8bbf6a3
2016-07-24,30.209722223333333,77.54166666666667,25.133333336666666,397,Franklin Fire,Contra Costa,CAL FIRE Santa Clara Unit,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-24T19:00:00Z,-122.1885,38.01264,416155ea-f8ff-43cf-abf0-e888584bf5bc
2016-07-29,29.380555556666668,85.18055555666666,16.33194444333333,398,Fork Fire,Madera,CAL FIRE Madera-Mariposa-Merced Unit,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-31T18:55:00Z,-119.4741,37.24006,7066c984-1420-4c59-b175-9536da4c5d14
2016-07-30,28.61388889,86.09722222,14.812499996666666,399,Goose Fire,Fresno,CAL FIRE Fresno-Kings Unit,2241.0,4.0,0.0,7.0,0.0,0.0,0.0,167.0,5.0,4.0,0.0,6.0,2016-08-09T18:30:00Z,-119.50507,37.01591,bd2b7bdc-0f92-451a-a3a5-03569d27c952
2016-07-30,28.61388889,86.09722222,14.812499996666666,400,Sierra Fire,Santa Clara,CAL FIRE Santa Clara Unit,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-31T18:30:00Z,-121.79669,37.41896,4c88252e-34a5-4912-a590-2c4539866c62
2016-07-30,28.61388889,86.09722222,14.812499996666666,401,Frymire Fire,Tuolumne,CAL FIRE Tuolumne-Calaveras unit,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-01T08:05:00Z,-120.69521,37.81434,f4026428-ad5a-42c7-b68e-959554a31343
2016-08-02,26.806944443333332,85.55555555666666,10.950000001000001,402,99 Fire,Butte,CAL FIRE Butte Unit,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-03T08:00:00Z,-121.7192,39.6708,e5122d1e-2bfc-4fa6-8152-da309e02c004
2016-08-02,26.806944443333332,85.55555555666666,10.950000001000001,403,Cold Fire,Yolo,CAL FIRE Sonoma Lake Napa Unit,5731.0,2.0,0.0,5.0,0.0,0.0,0.0,58.0,0.0,2.0,0.0,0.0,2016-08-12T15:00:00Z,-122.06788,38.52513,057fd4e2-7400-4fc4-9b23-3daf67fc8610
2016-08-03,26.931944443333332,84.06944444333334,10.427777776666668,404,Baker Fire,Tehama,CAL FIRE Tehama-Glenn Unit,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-04T07:50:00Z,-122.26736,40.19611,140161a1-ca06-448a-87f2-27e688b2d922
2016-08-04,27.344444443333334,85.45833333333333,11.513888886666669,405,Grub Fire,Madera,CAL FIRE Madera-Mariposa-Merced Unit,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-06T19:50:00Z,-119.7738,37.3228,8505d2db-7c6f-445e-9bff-407e99cac614
2016-08-04,27.344444443333334,85.45833333333333,11.513888886666669,406,Hart Fire,Kern,Kern County Fire,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-07T20:15:00Z,-118.60344,35.24504,f645bf93-57a3-4fdf-9544-d255f8311dc9
2016-08-05,27.611111113333333,84.72222222333333,13.540277776666665,407,Deer Fire,Amador,CAL FIRE Amador - El Dorado Unit,26.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2016-08-06T10:06:00Z,-120.8657,38.2581,38fe21ed-2019-4be9-abdf-bf46ac5f59e3
2016-08-07,27.151388890000003,87.73611111000001,16.679166666666664,408,Pilot Fire,San Bernardino,San Bernardino National Forest,8110.0,30.0,3.0,37.0,0.0,10.0,1.0,960.0,0.0,0.0,0.0,7.0,2016-08-16T08:00:00Z,-117.27338,34.28771,69c7b8cc-061e-4ca6-b5e8-83c6ae9d8a25
2016-08-08,27.558333333333334,84.59722222333333,11.823611112333333,409,Mineral Fire,Fresno,CAL FIRE Fresno Kings Unit,7050.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,2016-08-18T19:00:00Z,-120.51057,36.09974,346c59b1-375e-4d42-876a-d97b769c939f
2016-08-09,28.338888886666666,82.77777778,16.909722220000003,410,Mountain Fire,Shasta,CAL FIRE Shasta-Trinity Unit,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-10T17:00:00Z,-122.47091,40.61213,93995926-26b0-4158-9f93-fec263f40b47
2016-08-09,28.338888886666666,82.77777778,16.909722220000003,411,Kugelman Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-10T17:00:00Z,-120.51057,36.09974,28b9dc5f-f9c0-41fb-81d6-8db562122f00
2016-08-09,28.338888886666666,82.77777778,16.909722220000003,412,Knoxville Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-10T17:00:00Z,-122.26015,38.68403,ef4185e8-9b3a-421f-9fae-a0b954b0b3c0
2016-08-10,28.909722220000003,83.68055555666666,19.688888886666664,413,Gopher Fire,San Diego,CAL FIRE San Diego Unit,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-11T18:30:00Z,-117.14547,33.22558,4f623d67-d74b-4e8f-92f4-ed728970e20e
2016-08-11,29.343055556666666,80.93055555666666,19.72361111,414,Stafford Fire,Humboldt,CAL FIRE Humboldt-Del Norte,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-16T08:45:00Z,-124.05804,40.4572,bc2fd9c2-da5c-4cd7-bbec-9daf2143a196
2016-08-12,29.497222223333335,81.72222222333333,17.10138888666667,415,Oak Fire,Santa Clara,CAL FIRE Santa Clara Unit,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-14T19:50:00Z,-121.68577,37.06531,b82b0e22-4155-43dd-ac33-1da015b6d3d2
2016-08-12,29.497222223333335,81.72222222333333,17.10138888666667,416,Summit Fire,Humboldt,CAL FIRE Humboldt-Del Norte,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-19T08:30:00Z,-123.77832,40.9878,861bfbd3-ce1c-46bd-a32b-2848b7399119
2016-08-13,29.705555556666667,83.04166666666667,11.336111112333334,417,Chimney Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,46235.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,70.0,0.0,0.0,2016-09-06T07:30:00Z,-120.98316,35.70595,040d03d0-fbdd-438c-8174-f81e4a1bba57
2016-08-13,29.705555556666667,83.04166666666667,11.336111112333334,418,Clayton Fire,Lake,CALFIRE Sonoma-Lake-Napa Unit,3929.0,0.0,0.0,2.0,0.0,1.0,0.0,32.0,28.0,300.0,0.0,0.0,2016-08-26T18:00:00Z,-122.60664,38.89741,a0950d5e-6f35-4023-bb60-6737146ba7bd
2016-08-16,27.330555556666667,73.65277777666667,11.509722222333332,419,Blue Cut Fire,San Bernardino,San Bernardino National Forest ,36274.0,21.0,6.0,47.0,0.0,5.0,0.0,914.0,3.0,321.0,0.0,9.0,2016-08-23T07:45:00Z,-117.49342,34.30372,ea5193a1-69bc-4684-bfcd-235c17d36756
2016-08-16,27.330555556666667,73.65277777666667,11.509722222333332,420,Cedar Fire,Kern,Sequoia National Forest,29322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-01T06:00:00Z,-118.5678,35.7506,e247e423-6171-4184-9dca-b373de703885
2016-08-18,28.723611109999997,80.87500000333334,17.71388889,421,Mokelumne Fire,Alpine,Stanislaus National Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-30T12:05:00Z,-120.00606,38.57554,5823867d-c458-4673-858f-0ded99b6121f
2016-08-18,28.723611109999997,80.87500000333334,17.71388889,422,Beale Fire,Yuba,CAL FIRE Nevada-Yuba-Placer Unit,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-18T21:30:00Z,-121.38775,36.16965,822c934f-11be-48a9-8e60-f3f6802ef24d
2016-08-20,27.04027778,85.20833333,20.095833333333335,423,Bird Fire,San Joaquin,CAL FIRE Santa Clara Unit,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-20T18:45:00Z,-121.36665,37.62215,86166c24-3a85-42e3-a53a-ebb1d935fb8a
2016-08-22,27.129166666666666,68.75,15.754166666666668,424,Tully Fire,Humboldt,CAL Fire Humboldt-Del Norte Unit,599.0,3.0,1.0,10.0,0.0,0.0,0.0,174.0,0.0,3.0,0.0,2.0,2016-09-04T06:55:00Z,-123.82268,41.28486,da72b0c2-835d-42a5-8fa8-4de5442610cc
2016-08-22,27.129166666666666,68.75,15.754166666666668,425,Tule Fire,Tulare,US Forest Service - Sequoia National Forest,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-08T10:15:00Z,-118.73906,36.1648,954fb899-decb-461b-a0dd-76442e3370d3
2016-08-24,27.05138889,74.5,21.27361111,426,Grade Fire,Siskiyou,CAL FIRE Siskiyou Unit,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2016-08-30T06:45:00Z,-122.611,41.7813,a2a6199c-704a-4826-a51b-23e6ee123349
2016-08-26,23.166666666666668,61.305555553333335,20.936111113333332,427,Range Fire,Kern,Kern County Fire Department,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-29T10:30:00Z,-118.7212,35.2013,2656ad63-b3e1-467f-9982-0229fd31c0f5
2016-08-26,23.166666666666668,61.305555553333335,20.936111113333332,428,Santos Fire,Butte,CAL FIRE Butte Unit,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-30T18:40:00Z,-121.71662,39.79547,c55cc099-43f6-4a55-81b4-59ee03618511
2016-08-27,23.174999996666667,62.791666666666664,19.587500000000002,429,Gap Fire,Siskiyou,USFS Klamath National Forest,33867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-28T18:15:00Z,-123.118,41.851,85683fd7-b507-4ec7-8bbd-fb7033a42665
2016-08-28,23.483333333333334,65.5,24.619444446666666,430,Willow Fire,Calaveras,CAL FIRE Tuolumne-Calaveras Unit,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-31T18:50:00Z,-120.6381,38.1874,db833182-22df-44cc-ba10-0901e74222bc
2016-08-28,23.483333333333334,65.5,24.619444446666666,431,Havilah Fire,Kern,USFS Sequoia National Forest,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-28T18:50:00Z,-118.5097,35.4976,fa457abb-66d2-4f82-80fd-452e824e871f
2016-08-30,24.318055556666668,55.625,28.980555553333332,432,Mina Fire,Mendocino,CAL FIRE Mendocino Unit,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-31T07:15:00Z,-123.4267011,39.8748511,b44c3b1e-b243-455e-9ca9-9a1b5570e003
2016-08-30,24.318055556666668,55.625,28.980555553333332,433,Mockingbird Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-31T07:05:00Z,-122.9148951,39.1408865,1780f987-76f9-4a82-81bd-6cb914758eec
2016-08-31,24.63611111,59.152777776666674,20.136111109999998,434,Holy Fire,Orange,Cleveland National Forest,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-05T06:55:00Z,-117.5221,33.6542,d045584a-8838-4d64-91dc-3ebfbcd8e708
2016-09-01,24.29861111,57.23611111,10.391666666666667,435,Oak Fire,Santa Clara,CAL FIRE Santa Clara Unit,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-02T06:55:00Z,-121.69784,37.11831,e935ecb3-5eba-43f8-ae02-624b3d5bc03a
2016-09-03,25.40416666666667,70.08333333333333,8.886111111,436,Sunny Fire,Fresno,CAL FIRE / Fresno County Fire,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-06T18:15:00Z,-119.34487,36.84479,63643257-f082-4928-bf0e-77a0417a4613
2016-09-03,25.40416666666667,70.08333333333333,8.886111111,437,Ken Fire,San Bernardino,San Bernardino National Forest,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-04T18:55:00Z,-117.4415,34.25858,383c3df6-a1eb-40fd-b798-41481dff679a
2016-09-05,25.901388890000003,74.70833333333333,12.359722223333334,438,Saddle Fire,Butte,CAL FIRE / Butte County Fire,800.0,4.0,2.0,3.0,0.0,0.0,3.0,133.0,0.0,3.0,0.0,2.0,2016-09-12T14:51:00Z,-121.571,39.6871,c94fda40-ab7a-42d1-bfc9-ca5f39fb6e7d
2016-09-07,23.130555553333334,77.94444444333334,9.079166667666668,439,Phoenix Fire,Nevada,Tahoe National Forest,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-08T09:52:07Z,-120.51887,39.39051,af8f8070-a3d6-4ca2-8e2b-6da1049a5bea
2016-09-07,23.130555553333334,77.94444444333334,9.079166667666668,440,Spring Fire,San Bernardino,San Bernardino County Fire ,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-09T06:00:00Z,-117.3189,34.3183,324a3c48-efcc-4385-ab87-baf0b5e29b5d
2016-09-10,24.795833333333334,74.84722222333333,13.998611109999999,441,Ruff Fire ,Mendocino,CAL FIRE Mendocino Unit,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-15T09:10:00Z,-123.5044,39.7299,2a2e0af5-24d7-4903-bab4-3705f5d788fb
2016-09-10,24.795833333333334,74.84722222333333,13.998611109999999,442,Lake Fire,Shasta,CAL FIRE Shasta-Trinity Unit / Shasta Lake City Fire Department,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-12T19:00:00Z,-122.4096,40.68192,47ee7239-2bc9-4794-8582-982a92fdda9f
2016-09-11,24.083333333333332,75.59722222,13.751388890000001,443,Boys Fire,Sacramento,CAL FIRE Amador- El Dorado Unit / Sac Metro Fire,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-12T19:00:00Z,-121.1309,38.558,2d2aa30d-5c3f-4f46-97eb-54b63bec7f3a
2016-09-11,24.083333333333332,75.59722222,13.751388890000001,444,Willard Fire,Lassen,CAL FIRE Lassen-Modoc Unit,2575.0,3.0,2.0,2.0,0.0,0.0,1.0,78.0,0.0,7.0,0.0,2.0,2016-09-22T07:00:00Z,-120.7845,40.3915,1243f711-c29f-4bc3-a7e7-c705a6fc40f2
2016-09-11,24.083333333333332,75.59722222,13.751388890000001,445,Howard Fire,Modoc,CAL FIRE Lassen-Modoc Unit,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-14T18:00:00Z,-120.9066,41.4657,97772dc4-7fde-4412-982c-974b3316e22b
2016-09-12,23.705555556666667,76.36111111000001,8.548611112333333,446,Moffett Fire,Siskiyou,CAL FIRE Siskiyou Unit,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-13T18:30:00Z,-122.7933,41.6314,ed16bf52-f886-4384-b841-2e755234aa29
2016-09-13,24.122222223333335,73.69444444333334,7.77638889,447,Old Fire,Del Norte,Stanislaus National Forest,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-17T18:00:00Z,-120.029626,37.75972,f66ae0d0-837d-4ea9-a7ed-6a78d9bde940
2016-09-13,24.122222223333335,73.69444444333334,7.77638889,448,Hog Fire,Tehama,CAL FIRE Tehama-Glenn Unit,321.0,6.0,2.0,12.0,0.0,2.0,0.0,168.0,0.0,0.0,0.0,5.0,2016-09-13T14:30:00Z,-122.1295,40.30594,060ef833-2d3f-47d4-a1d4-146d1b9a5928
2016-09-16,23.3625,76.36111111000001,21.598611109999997,449,Old Fire,Butte,CAL FIRE Butte Unit,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-19T18:30:00Z,-121.6998,39.8851,69e1a36d-21ab-4feb-b31c-dbfac4bf62d1
2016-09-17,22.531944443333334,65.19444444666667,28.85972222,450,Auburn Fire,Nevada,CAL FIRE Nevada-Yuba-Placer Unit / Grass Valley Fire Department,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-20T18:00:00Z,-121.05948,39.20427,1f8b3267-c3bd-43f5-9733-2b30c97d45ee
2016-09-17,22.531944443333334,65.19444444666667,28.85972222,451,Owens River Fire,Inyo,Inyo National Forest,5443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-18T08:10:00Z,-118.95309,37.75985,821c040d-a17c-4934-990f-ca7d441a303a
2016-09-17,22.531944443333334,65.19444444666667,28.85972222,452,Soup Complex,Modoc,Modoc National Forest,2652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-13T11:30:00Z,-120.3178,41.2649,92c20948-6ff6-4a2c-b13f-32c75e71b16c
2016-09-17,22.531944443333334,65.19444444666667,28.85972222,453,Canyon Fire,Santa Barbara,Vandenberg Air Force Base,12518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-27T14:00:00Z,-120.54421,34.63445,f6afb8c4-32dc-4e6d-8d30-e6b7ccd4a62f
2016-09-20,20.518055556666667,62.11111111,9.019444445666666,454,Butte Fire,Sutter,Beale Air Force Base,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-20T18:00:00Z,-121.78003,39.188321,f669c502-b400-4ad9-ae95-bfd9c31f903c
2016-09-22,22.544444443333333,71.375,21.813888886666664,455,Bangor Fire,Butte,CAL FIRE Butte Unit,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-23T10:30:00Z,-121.42647,39.4403,b4940174-75d0-4f5e-b505-4a66c17a9157
2016-09-22,22.544444443333333,71.375,21.813888886666664,456,Washington Fire,Santa Barbara,Vandenberg Air Force Base,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-27T14:00:00Z,-120.55297,34.75134,686e1300-65d3-4e07-8a88-e5952418649b
2016-09-23,22.92361111,72.72222222333333,25.498611113333336,457,Newmark Fire,Fresno,CAL FIRE Fresno-Kings unit,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-24T20:00:00Z,-119.5327,36.6543,2e8eb057-1d9a-41a7-ab9f-9b85ce3374c4
2016-09-23,22.92361111,72.72222222333333,25.498611113333336,458,Bell Fire,Amador,CAL FIRE Amador-El Dorado Unit,45.0,5.0,2.0,18.0,0.0,2.0,0.0,150.0,0.0,0.0,0.0,3.0,2016-09-25T17:45:00Z,-120.8416,38.5212,0bf08653-1441-4e73-b24b-1296afb12b45
2016-09-25,22.92638888666667,79.58333333333333,20.520833333333332,459,Cow Fire,Shasta,CAL FIRE Shasta-Trinity Unit,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-25T13:15:00Z,-121.93923,40.0,8a4c92b3-c1aa-41e0-aaed-999d73f0a418
2016-09-25,22.92638888666667,79.58333333333333,20.520833333333332,460,Sawmill Fire,Sonoma,CAL FIRE Sonoma-Lake-Napa Unit,1547.0,0.0,0.0,3.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,2016-09-29T17:00:00Z,-122.82895,38.80017,8d9b87e4-6fdb-49e4-ba6d-be85ffd6b222
2016-09-26,22.70277778,80.79166666666667,21.712500000000002,461,Marshes Fire,Tuolumne,CAL FIRE Tuolumne-Calaveras Unit,1080.0,2.0,0.0,2.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,2016-10-04T22:00:00Z,-120.32484,37.79635,3a4871dc-2299-4934-8a31-b92780fe31a3
2016-09-26,22.70277778,80.79166666666667,21.712500000000002,462,Tobin Fire,Plumas,US Forest Service - Plumas NF,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-06T17:15:00Z,-121.32,39.92,abd0a296-217d-4a6a-9da0-5eb05f56f863
2016-09-26,22.70277778,80.79166666666667,21.712500000000002,463,Loma Fire,Santa Clara,CAL FIRE Santa Clara Unit,4474.0,1.0,1.0,3.0,0.0,0.0,0.0,62.0,1.0,28.0,0.0,5.0,2017-09-19T10:30:00Z,-121.85318,37.10632,2dfac408-d2ab-4ff9-94aa-91be9d07bb59
2016-10-10,17.140277776666665,68.44444444333334,18.733333333333334,464,Creek Fire,Napa,CAL FIRE Sonoma-Lake-Napa Unit,65.0,4.0,0.0,5.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,2.0,2016-10-12T18:00:00Z,-122.43172,38.40958,3135c367-1274-4cc4-9152-661f6fd7707e
2016-10-11,16.765277776666665,67.5,14.940277777666667,465,Sacata Fire,Fresno,USFS Sierra National Forest,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-20T07:00:00Z,-119.25959,36.94536,59084c8f-904c-42cb-9aa8-cae4a1f8c6ef
2016-10-14,18.116666663333334,80.81944444333334,19.805555553333335,466,Emerald Fire,El Dorado,CAL FIRE Amador- El Dorado Unit / USFS El Dorado National Forest / Lake Valley Fire,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-17T11:45:00Z,-120.10744,38.93449,81ef7517-ab3c-4d1a-8ddd-b5d69404676f
2016-10-20,17.155555556666666,79.20833333333333,18.458333336666666,467,Jacobson Fire,Tulare,Sequoia National Forest,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-19T13:30:00Z,-118.551,36.217,2458cd6c-82d6-43ef-b509-706e3af69451
2016-10-29,10.812499999000002,58.48611111333333,18.204166666666666,468,Meadow Fire,Tulare,Sequoia National Forest,4347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-19T13:30:00Z,-118.551,35.984,89c304db-e288-4582-90d4-884d57fd71f9
2016-11-13,12.704166666666666,84.84722222,18.906944444333334,469,Gopher Fire,San Diego,CAL FIRE San Diego Unit,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-14T18:00:00Z,-117.158475,33.254355,6f600260-2bdb-4f53-9d1a-eab8afb3a11a
2016-11-14,8.873611112333334,57.402777776666674,25.72638889,470,Marek Fire,Los Angeles,Angeles National Forest ,4824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-14T14:00:00Z,-118.335,34.31,ca1227b3-1458-44c9-b32e-2994e309f940
2017-02-07,0.5222222223333334,60.541666666666664,24.36527777666667,471,Oroville Spillway ,Butte,Unified Command,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,0.0,0.0,0.0,0.0,2018-01-09T09:24:00Z,-121.55633,39.51158,afb8c00c-ef91-4544-90ce-54722be124af
2017-04-03,14.005555554333332,57.22222222,26.54166667,472,West Fire,Modoc,CAL FIRE Lassen-Modoc Unit,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-09T09:40:00Z,-120.58342,41.16716,31b0e75c-b0e2-4796-b8a7-efc49e4c59a5
2017-04-03,14.005555554333332,57.22222222,26.54166667,473,Grace Fire,Shasta,CAL FIRE Shasta-Trintiy Unit,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-09T09:41:00Z,-121.85645,40.48712,95960fa6-58ba-4b4e-aeb2-ada97d699908
2017-04-13,15.630555557666668,67.5,29.652777776666667,474,66 Fire,Riverside,CAL FIRE Riverside Unit,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-09T09:50:00Z,-116.08003,33.56777,b12ae71e-c6c8-4eab-9aab-d17d1879a639
2017-04-20,13.456944444333333,70.18055555666666,18.020833333333332,475,Jayne Fire,Fresno,CAL FIRE Fresno Kings Unit,4532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-09T09:51:00Z,-120.26561,36.07228,0cacf259-1ba3-4e8c-a938-feaab2655c4b
2017-04-24,15.208333333333334,75.125,16.354166666666668,476,Soledad Fire,Monterey,CAL FIRE San Benito-Monterey Unit ,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-09T09:51:00Z,-121.34695,36.44141,b8bdbd12-e3a2-49e0-8d65-7c18b8d584bf
2017-04-28,18.1875,48.48611111,24.233333333333334,477,El Dorado Fire,Fresno,Fresno County Fire ,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-09T09:52:00Z,-120.206592,36.530836,17a7d561-bee7-454d-a0aa-ac450907f6fd
2017-04-29,20.508333333333336,48.458333333333336,28.1125,478,Tumey Fire,Fresno,CAL FIRE Fresno-Kings Unit,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-09T09:52:00Z,-120.6585,36.5355,d804eebf-71de-46de-90c2-cdf0694d27e3
2017-04-30,19.416666663333334,49.40277778,22.286111109999997,479,Opera Fire,Riverside,CAL FIRE/Riverside County Fire,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-09T09:53:00Z,-117.30693,34.00566,c254df3f-a241-4983-a880-e12944a9f7b2
2017-04-30,19.416666663333334,49.40277778,22.286111109999997,480,Tower Fire,San Bernardino,USFS - San Bernardino National Forest,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-09T09:53:00Z,-117.45646,34.30104,45699833-fa34-4eed-9520-8c8019426122
