location_id,time,Temp (C),average humidity %,average wind speed
0,4/3/2014,6.1125,67.125,30.52916667
0,4/4/2014,5.9875,60.83333333,34.88333333
0,4/5/2014,6.2375,71.375,32.72916667
0,4/6/2014,8.525,68.125,41.10833333
0,4/7/2014,7.633333333,81.20833333,14.375
0,4/8/2014,8.816666667,77.25,29.00833333
0,4/9/2014,7.65,84.16666667,25.53333333
0,4/10/2014,7.608333333,77.875,7.583333333
0,4/11/2014,7.275,90.79166667,16.75
0,4/12/2014,7.758333333,94.83333333,11.88333333
0,4/13/2014,7.329166667,95.70833333,12.39166667
0,4/14/2014,10.55,82.79166667,30.55
0,4/15/2014,9.3375,84.04166667,6.9625
0,4/16/2014,9.579166667,86.45833333,19.85
0,4/17/2014,9.358333333,87.83333333,19.82916667
0,4/18/2014,10.0375,66.83333333,31.09166667
0,4/19/2014,8.658333333,86.41666667,13
0,4/20/2014,9.466666667,78.29166667,18.63333333
0,4/21/2014,10.82083333,81.20833333,23.78333333
0,4/22/2014,11.64583333,80.04166667,31.225
0,4/23/2014,12.72083333,65.41666667,40.74583333
0,4/24/2014,12.0875,72.70833333,36.33333333
0,4/25/2014,11.75416667,81.875,31.04583333
0,4/26/2014,10.88333333,91.54166667,35.44583333
0,4/27/2014,10.5875,88,27.77083333
0,4/28/2014,10.58333333,87.66666667,14.5625
0,4/29/2014,11.225,85.66666667,11.59583333
0,4/30/2014,13.0875,74.83333333,28.35833333
0,5/1/2014,13.32083333,77.45833333,45.46666667
0,5/2/2014,11.14166667,73.91666667,33.54166667
0,5/3/2014,11.75416667,60.16666667,52.30416667
0,5/4/2014,9.633333333,71.66666667,27.76666667
0,5/5/2014,10.6125,64.25,39.49166667
0,5/6/2014,12.675,71.54166667,36.37916667
0,5/7/2014,10.84166667,82.5,26.70416667
0,5/8/2014,11.00833333,81.29166667,16.30833333
0,5/9/2014,12.14583333,73.29166667,35.95
0,5/10/2014,12.4,84.66666667,45.93333333
0,5/11/2014,11.6,83.91666667,48.80416667
0,5/12/2014,14.52083333,65.75,45.95833333
0,5/13/2014,13.94166667,73.66666667,35.9875
0,5/14/2014,12.58333333,73.95833333,35.2125
0,5/15/2014,12.5375,76.33333333,21.175
0,5/16/2014,13.30833333,74.125,20.63333333
0,5/17/2014,14.46666667,76.54166667,15.075
0,5/18/2014,14.97083333,78.375,35.52916667
0,5/19/2014,14.82083333,85.04166667,29.35416667
0,5/20/2014,14.77083333,90.125,12.72083333
0,5/21/2014,16.10833333,84.45833333,18.54166667
0,5/22/2014,16.82083333,81.66666667,18.54583333
0,5/23/2014,17.26666667,75.58333333,39.71666667
0,5/24/2014,15.4375,89.95833333,21.99583333
0,5/25/2014,15.7125,73.875,40.94166667
0,5/26/2014,17.725,64.54166667,46.32916667
0,5/27/2014,16.8125,69.875,30.97916667
0,5/28/2014,18.82916667,62.04166667,42.17916667
0,5/29/2014,18.10833333,77.91666667,25.80416667
0,5/30/2014,17.375,87.33333333,26.99583333
0,5/31/2014,18.30833333,79.95833333,30.80416667
0,6/1/2014,17.27916667,78.875,25.275
0,6/2/2014,17.14166667,83.45833333,26.50416667
0,6/3/2014,17.45,89.58333333,16.57916667
0,6/4/2014,17.60833333,89.41666667,7.495833333
