location_id,time,temperature_2m (°C),relative_humidity_2m (%),wind_speed_100m (km/h)
0,2/3/2014,-3.8,46,12.2
0,2/3/2014,-3.8,48,13.4
0,2/3/2014,-3.8,45,16.8
0,2/3/2014,-3.8,45,20.3
0,2/3/2014,-3.6,45,23.4
0,2/3/2014,-3.2,42,23.7
0,2/3/2014,-3,42,24.2
0,2/3/2014,-2.8,40,25.9
0,2/3/2014,-2.8,40,25.8
0,2/3/2014,-2.8,41,25.6
0,2/3/2014,-2.7,42,25.7
0,2/4/2014,-2.8,42,25.4
0,2/4/2014,-2.8,42,22.3
0,2/4/2014,-3.4,44,19.1
0,2/4/2014,-3.3,45,20.5
0,2/4/2014,-3.3,44,19.9
0,2/4/2014,-3.3,42,15.5
0,2/4/2014,-3.2,42,12.3
0,2/4/2014,-3.2,41,11.9
0,2/4/2014,-3.2,41,12.8
0,2/4/2014,-3,41,8.9
0,2/4/2014,-3,41,7.7
0,2/4/2014,-3,41,9.9
0,2/4/2014,-2.9,42,11.3
0,2/4/2014,-2.8,43,13.7
0,2/4/2014,-2.4,46,13.2
0,2/4/2014,-2.2,48,14.2
0,2/4/2014,-2,49,15.5
0,2/4/2014,-1.6,50,17.6
0,2/4/2014,-1.4,51,19.5
0,2/4/2014,-1.2,52,20.2
0,2/4/2014,-1.1,53,19.9
0,2/4/2014,-1,54,19.9
0,2/4/2014,-0.9,54,20.1
0,2/4/2014,-0.8,54,19.9
0,2/5/2014,-0.7,55,19.1
0,2/5/2014,-0.6,55,18.1
0,2/5/2014,-0.9,54,15.8
0,2/5/2014,-0.9,55,16.7
0,2/5/2014,-0.8,56,17.9
0,2/5/2014,-0.8,57,18.4
0,2/5/2014,-0.8,58,17.4
0,2/5/2014,-0.9,58,15.8
0,2/5/2014,-0.9,58,15.4
0,2/5/2014,-0.9,57,18
0,2/5/2014,-0.9,56,19.5
0,2/5/2014,-0.8,55,19.5
0,2/5/2014,-0.8,56,20.2
0,2/5/2014,-0.7,56,19.2
0,2/5/2014,-0.7,55,15.2
0,2/5/2014,-0.7,55,15.9
0,2/5/2014,-0.6,54,17.3
0,2/5/2014,-0.4,52,21.1
0,2/5/2014,-0.2,52,22.6
0,2/5/2014,-0.2,53,24.5
0,2/5/2014,-0.3,55,26.1
0,2/5/2014,-0.4,55,26.7
0,2/5/2014,-0.4,55,26.1
0,2/5/2014,-0.3,55,23
0,2/6/2014,-0.2,54,19.1
0,2/6/2014,-0.2,54,17.6
0,2/6/2014,-0.2,54,20.8
0,2/6/2014,-0.2,56,27.3
0,2/6/2014,-0.3,56,31.4
0,2/6/2014,-0.3,54,32.1
0,2/6/2014,-0.5,52,32.4
0,2/6/2014,-0.6,51,31.3
0,2/6/2014,-0.9,52,32
0,2/6/2014,-1.3,53,33.8
0,2/6/2014,-1.5,54,37.6
0,2/6/2014,-1.8,54,36.8
0,2/6/2014,-2,53,32.9
0,2/6/2014,-2.2,53,31.3
0,2/6/2014,-2.2,52,27.9
0,2/6/2014,-2.3,52,26.6
0,2/6/2014,-2.2,52,27.8
0,2/6/2014,-2.2,52,28.4
0,2/6/2014,-2.1,52,27.3
0,2/6/2014,-2,52,26.5
0,2/6/2014,-2,53,26.2
0,2/6/2014,-2,53,26.6
0,2/6/2014,-2,53,26.1
0,2/6/2014,-1.9,53,26.3
0,2/7/2014,-1.8,53,26.4
0,2/7/2014,-1.6,54,26.8
0,2/7/2014,-1.9,59,23
0,2/7/2014,-1.9,60,21.7
0,2/7/2014,-1.8,60,22.7
0,2/7/2014,-1.8,60,23.2
0,2/7/2014,-1.9,60,24.1
0,2/7/2014,-1.9,60,25.1
0,2/7/2014,-2,61,25.8
0,2/7/2014,-2,61,26
0,2/7/2014,-2.2,62,27.4
0,2/7/2014,-2.2,62,29.9
0,2/7/2014,-2.4,63,33.1
0,2/7/2014,-2.5,64,35.3
0,2/7/2014,-3.3,65,37.1
0,2/7/2014,-3.5,66,38.6
0,2/7/2014,-3.5,66,39.4
0,2/7/2014,-3.4,65,39.3
0,2/7/2014,-3.3,65,38.9
0,2/7/2014,-3.1,63,39.2
0,2/7/2014,-2.8,62,40.7
0,2/7/2014,-2.7,62,42.8
0,2/7/2014,-2.5,62,44.1
0,2/7/2014,-2.5,63,46.4
0,2/8/2014,-2.3,62,48.7
0,2/8/2014,-2.3,62,50.2
0,2/8/2014,-2.4,59,53.7
0,2/8/2014,-2.2,56,52.6
0,2/8/2014,-2.2,54,52.5
0,2/8/2014,-2.2,53,53.2
0,2/8/2014,-2.4,53,54
0,2/8/2014,-2.8,54,54
0,2/8/2014,-3.2,56,53.9
0,2/8/2014,-3.5,57,53.8
0,2/8/2014,-3.9,58,53.1
0,2/8/2014,-4.2,59,52.2
0,2/8/2014,-4.3,60,51.1
0,2/8/2014,-4.6,61,50.5
0,2/8/2014,-5.3,64,49.4
0,2/8/2014,-5.5,64,49.5
0,2/8/2014,-5.7,65,49
0,2/8/2014,-5.8,65,47.4
0,2/8/2014,-5.8,64,45.5
0,2/8/2014,-5.8,62,43.1
0,2/8/2014,-5.7,61,41.5
0,2/8/2014,-5.6,60,41
0,2/8/2014,-5.4,60,41.1
0,2/8/2014,-5.3,61,42.5
0,2/9/2014,-5.2,62,44.3
0,2/9/2014,-5.1,62,47.2
0,2/9/2014,-5,62,49.7
0,2/9/2014,-4.9,61,51.5
0,2/9/2014,-4.8,59,51
0,2/9/2014,-4.9,59,50.4
0,2/9/2014,-5.1,60,50.1
0,2/9/2014,-5.3,60,50.3
0,2/9/2014,-5.4,59,50.1
0,2/9/2014,-5.7,59,48.9
0,2/9/2014,-5.8,59,47.2
0,2/9/2014,-6,59,45.8
0,2/9/2014,-6.2,59,44.9
0,2/9/2014,-6.2,58,44.1
0,2/9/2014,-6.2,59,43.5
0,2/9/2014,-6.2,59,43.7
0,2/9/2014,-6.2,60,44.4
0,2/9/2014,-6.1,59,42.9
0,2/9/2014,-5.9,58,40.8
0,2/9/2014,-5.6,56,37.2
0,2/9/2014,-5.2,55,34.3
0,2/9/2014,-4.8,53,32.1
0,2/9/2014,-4.4,53,31
0,2/9/2014,-4.2,53,31
0,2/10/2014,-4,54,29.9
0,2/10/2014,-3.9,55,28.8
0,2/10/2014,-3.9,57,25.6
0,2/10/2014,-3.8,58,25.6
0,2/10/2014,-3.8,58,25.2
0,2/10/2014,-3.8,58,24.5
0,2/10/2014,-3.9,57,22.7
0,2/10/2014,-3.9,56,21.6
0,2/10/2014,-3.9,56,21.6
0,2/10/2014,-3.8,54,21.6
0,2/10/2014,-3.8,53,21.3
0,2/10/2014,-3.8,53,20.8
0,2/10/2014,-3.8,53,19.1
0,2/10/2014,-3.8,53,17.6
0,2/10/2014,-3.8,52,14.4
0,2/10/2014,-3.7,51,13.8
0,2/10/2014,-3.5,50,13.2
0,2/10/2014,-3.3,49,14.2
0,2/10/2014,-3.1,48,16.4
0,2/10/2014,-2.8,48,17.2
0,2/10/2014,-2.7,48,15.6
0,2/10/2014,-2.5,48,11.7
0,2/10/2014,-2.4,48,8.8
0,2/10/2014,-2.2,48,7.4
0,2/11/2014,-2,49,7.8
0,2/11/2014,-2,49,7.9
0,2/11/2014,-1.8,50,10.3
0,2/11/2014,-1.7,51,10.6
0,2/11/2014,-1.6,51,11
0,2/11/2014,-1.5,52,10.5
0,2/11/2014,-1.5,52,9.7
0,2/11/2014,-1.5,53,11.4
0,2/11/2014,-1.5,53,12.7
0,2/11/2014,-1.4,53,13.2
0,2/11/2014,-1.4,53,12.9
0,2/11/2014,-1.3,53,13.1
0,2/11/2014,-1.2,53,12.7
0,2/11/2014,-1.2,54,13.1
0,2/11/2014,-1,53,14.5
0,2/11/2014,-0.9,53,15.9
0,2/11/2014,-0.8,54,16.2
0,2/11/2014,-0.6,54,16.5
0,2/11/2014,-0.4,54,15.7
0,2/11/2014,-0.3,55,14.3
0,2/11/2014,-0.2,54,13.7
0,2/11/2014,-0.1,56,12.6
0,2/11/2014,0,57,11.5
0,2/11/2014,0.2,56,11.6
0,2/12/2014,0.2,55,11.9
0,2/12/2014,0.2,54,13.7
0,2/12/2014,-0.2,57,19.1
0,2/12/2014,-0.3,57,24.5
0,2/12/2014,-0.4,55,30.2
0,2/12/2014,-0.6,54,31.3
0,2/12/2014,-0.6,52,30.9
0,2/12/2014,-0.8,52,31.4
0,2/12/2014,-0.9,52,30.1
0,2/12/2014,-0.9,52,29
0,2/12/2014,-1,53,28.4
0,2/12/2014,-1.2,54,29.4
0,2/12/2014,-1.5,55,31.2
0,2/12/2014,-1.8,56,32.4
0,2/12/2014,-2.1,56,33.1
0,2/12/2014,-2.2,56,33
0,2/12/2014,-2.2,56,32.6
0,2/12/2014,-2.2,55,32.5
0,2/12/2014,-2,54,31.9
0,2/12/2014,-1.7,52,29.9
0,2/12/2014,-1.5,50,27.3
0,2/12/2014,-1.3,48,23.7
0,2/12/2014,-1.1,46,20.2
0,2/12/2014,-0.9,44,16.7
0,2/13/2014,-0.9,43,13.4
0,2/13/2014,-0.9,42,10.3
0,2/13/2014,-0.9,42,5.7
0,2/13/2014,-0.9,43,4.7
0,2/13/2014,-0.9,44,5.4
0,2/13/2014,-0.9,46,6.4
0,2/13/2014,-0.9,48,8.5
0,2/13/2014,-0.8,50,11.1
0,2/13/2014,-0.8,52,11
0,2/13/2014,-0.8,53,10.2
0,2/13/2014,-0.7,53,8.3
0,2/13/2014,-0.6,52,5.1
0,2/13/2014,-0.6,52,2.3
0,2/13/2014,-0.5,51,0.7
0,2/13/2014,-0.2,52,4
0,2/13/2014,-0.1,52,6.6
0,2/13/2014,0.2,53,8.8
0,2/13/2014,0.4,53,11.3
0,2/13/2014,0.6,54,14.5
0,2/13/2014,0.8,55,17.4
0,2/13/2014,0.8,57,18
0,2/13/2014,0.9,58,17.4
0,2/13/2014,0.9,58,16.1
0,2/13/2014,1,57,15.3
0,2/14/2014,1.1,55,14.2
0,2/14/2014,1.2,54,13.7
0,2/14/2014,1.8,52,13.1
0,2/14/2014,2,53,14.1
0,2/14/2014,2,54,15.5
0,2/14/2014,2.2,56,17.3
0,2/14/2014,2.2,59,19.8
0,2/14/2014,2.2,62,23
0,2/14/2014,2.2,64,24.1
0,2/14/2014,2.3,65,23.8
0,2/14/2014,2.4,67,23.4
0,2/14/2014,2.5,69,23
0,2/14/2014,2.5,70,22.9
0,2/14/2014,2.5,71,21.6
0,2/14/2014,2.5,71,17.4
0,2/14/2014,2.5,73,16.8
0,2/14/2014,2.5,73,17.1
0,2/14/2014,2.7,73,17.9
0,2/14/2014,2.8,74,18.8
0,2/14/2014,2.8,75,18.7
0,2/14/2014,2.8,75,18.4
0,2/14/2014,3,75,17
0,2/14/2014,3.2,74,15
0,2/14/2014,3.3,74,14
0,2/15/2014,3.3,76,13.9
0,2/15/2014,3.3,78,16.3
0,2/15/2014,3.3,78,18.6
0,2/15/2014,3.5,77,23
0,2/15/2014,3.7,77,26.4
0,2/15/2014,3.7,77,28.8
0,2/15/2014,3.5,79,29.6
0,2/15/2014,3.3,80,30.2
0,2/15/2014,3.2,81,29.2
0,2/15/2014,3.1,81,28.7
0,2/15/2014,3,80,26.3
0,2/15/2014,3,79,23.2
0,2/15/2014,3,78,20.1
0,2/15/2014,3,78,16.1
0,2/15/2014,3,77,9.7
0,2/15/2014,3,78,8.3
0,2/15/2014,2.9,79,7.5
0,2/15/2014,3,77,8.2
0,2/15/2014,3.2,75,11
0,2/15/2014,3.2,75,13.5
0,2/15/2014,3.3,75,14.3
0,2/15/2014,3.5,75,12.9
0,2/15/2014,3.5,76,12.7
0,2/15/2014,3.5,77,15.8
0,2/16/2014,3.4,79,19.2
0,2/16/2014,3.2,83,20.3
0,2/16/2014,2.4,88,20.3
0,2/16/2014,2.3,88,20
0,2/16/2014,2.3,88,21.1
0,2/16/2014,2.3,88,20.8
0,2/16/2014,2.2,87,22.7
0,2/16/2014,2.2,84,28.1
0,2/16/2014,2,74,33.6
0,2/16/2014,1.6,57,37
0,2/16/2014,1.5,53,37.3
0,2/16/2014,1.2,53,38.7
0,2/16/2014,0.9,51,39.8
0,2/16/2014,0.8,49,40
0,2/16/2014,1,48,42.4
0,2/16/2014,0.9,47,42.3
0,2/16/2014,0.9,45,43.4
0,2/16/2014,0.8,44,42.3
0,2/16/2014,0.8,43,40.1
0,2/16/2014,0.9,42,40.1
0,2/16/2014,1,41,41.3
0,2/16/2014,1.2,40,39.6
0,2/16/2014,1.5,39,37.9
0,2/16/2014,1.6,38,36.9
0,2/17/2014,1.5,41,35.4
0,2/17/2014,1.4,44,34
0,2/17/2014,0.6,46,33.6
0,2/17/2014,0.3,48,37.1
0,2/17/2014,0,49,39.5
0,2/17/2014,-0.2,50,42
0,2/17/2014,-0.6,50,43.1
0,2/17/2014,-0.9,51,42.3
0,2/17/2014,-1.1,52,42.6
0,2/17/2014,-1.2,53,42.9
0,2/17/2014,-1.4,53,42.5
0,2/17/2014,-1.5,53,40.9
0,2/17/2014,-1.5,54,40.1
0,2/17/2014,-1.5,54,36.9
0,2/17/2014,-1.8,54,33
0,2/17/2014,-1.9,55,33.7
0,2/17/2014,-1.8,54,32.4
0,2/17/2014,-1.6,53,29.5
0,2/17/2014,-1.5,52,28.8
0,2/17/2014,-1.3,51,28.4
0,2/17/2014,-1.1,49,23.5
0,2/17/2014,-0.9,48,20.1
0,2/17/2014,-0.6,46,17.4
0,2/17/2014,-0.3,46,15.9
0,2/18/2014,-0.2,45,13.2
0,2/18/2014,-0.1,45,10.5
0,2/18/2014,0.1,44,8.7
0,2/18/2014,0,47,9.4
0,2/18/2014,0,50,9.8
0,2/18/2014,-0.1,53,10.3
0,2/18/2014,-0.1,55,10
0,2/18/2014,0,55,8
0,2/18/2014,0,55,9.3
0,2/18/2014,0,56,13.5
0,2/18/2014,0,58,17.1
0,2/18/2014,-0.1,58,16.3
0,2/18/2014,-0.1,57,14.1
0,2/18/2014,0,56,12.2
0,2/18/2014,-0.3,53,13.8
0,2/18/2014,-0.2,53,15.5
0,2/18/2014,-0.2,53,18.4
0,2/18/2014,-0.1,51,20.2
0,2/18/2014,0.1,49,21.4
0,2/18/2014,0.2,48,22.5
0,2/18/2014,0.2,48,22
0,2/18/2014,0.2,49,21.6
0,2/18/2014,0.2,50,22
0,2/18/2014,0.2,52,24.7
0,2/19/2014,0.2,54,25.8
0,2/19/2014,0.1,55,25
0,2/19/2014,-0.4,57,24.8
0,2/19/2014,-0.6,59,25.4
0,2/19/2014,-0.8,59,25.2
0,2/19/2014,-0.9,58,25.4
0,2/19/2014,-0.8,56,25.2
0,2/19/2014,-0.8,54,23.8
0,2/19/2014,-0.7,52,23.4
0,2/19/2014,-0.8,52,26.3
0,2/19/2014,-0.9,53,29.2
0,2/19/2014,-1,53,30.2
0,2/19/2014,-1.1,53,31
0,2/19/2014,-1.1,53,30.7
0,2/19/2014,-1.4,54,29.6
0,2/19/2014,-1.4,54,28
0,2/19/2014,-1.3,53,25.7
0,2/19/2014,-1.1,52,21.9
0,2/19/2014,-0.9,50,18.9
0,2/19/2014,-0.8,48,16
0,2/19/2014,-0.5,46,13.4
0,2/19/2014,-0.2,45,11.8
0,2/19/2014,0.1,45,12.3
0,2/19/2014,0.3,45,14.1
0,2/20/2014,0.5,46,14.4
0,2/20/2014,0.6,48,13.3
0,2/20/2014,0.4,52,11.3
0,2/20/2014,0.3,54,9.4
0,2/20/2014,0.4,55,8.4
0,2/20/2014,0.4,56,7.2
0,2/20/2014,0.6,56,6.7
0,2/20/2014,0.7,56,8.2
0,2/20/2014,0.8,58,10.3
0,2/20/2014,0.9,60,12.7
0,2/20/2014,1.1,62,15.3
0,2/20/2014,1.2,64,16.5
0,2/20/2014,1.4,65,17.3
0,2/20/2014,1.5,67,17.1
0,2/20/2014,1.8,69,18.2
0,2/20/2014,1.9,70,18.2
0,2/20/2014,2.1,70,17.9
0,2/20/2014,2.3,71,18
0,2/20/2014,2.5,72,18.1
0,2/20/2014,2.6,73,17.9
0,2/20/2014,2.8,74,17.3
0,2/20/2014,3,75,16.4
0,2/20/2014,3.2,76,14.7
0,2/20/2014,3.3,77,12.4
0,2/21/2014,3.4,79,10.4
0,2/21/2014,3.3,81,8.8
0,2/21/2014,3.2,84,10.6
0,2/21/2014,3.2,86,10.4
0,2/21/2014,3.3,85,11.9
0,2/21/2014,3.4,86,15.2
0,2/21/2014,3.5,85,19.1
0,2/21/2014,3.6,84,20.7
0,2/21/2014,3.6,85,20.4
0,2/21/2014,3.6,85,19.6
0,2/21/2014,3.5,85,18.9
0,2/21/2014,3.5,85,18.7
0,2/21/2014,3.5,84,17.3
0,2/21/2014,3.5,82,15.1
0,2/21/2014,3.4,81,12.9
0,2/21/2014,3.3,80,12.1
0,2/21/2014,3.4,79,11.3
0,2/21/2014,3.5,77,11.4
0,2/21/2014,3.5,76,11.9
0,2/21/2014,3.5,75,13.1
0,2/21/2014,3.5,75,12.7
0,2/21/2014,3.5,74,11.4
0,2/21/2014,3.5,74,10.4
0,2/21/2014,3.5,74,8.3
0,2/22/2014,3.5,74,5.6
0,2/22/2014,3.5,75,4.7
0,2/22/2014,3.5,81,6.8
0,2/22/2014,3.3,83,9.8
0,2/22/2014,3.2,85,10.5
0,2/22/2014,3,88,10.8
0,2/22/2014,2.8,89,12.4
0,2/22/2014,2.8,90,10
0,2/22/2014,2.8,91,6.4
0,2/22/2014,2.8,88,3.4
0,2/22/2014,2.6,87,2.9
0,2/22/2014,2.2,87,4
0,2/22/2014,1.9,88,4.7
0,2/22/2014,1.5,89,5.4
0,2/22/2014,1.5,91,6.1
0,2/22/2014,1.3,91,7.6
0,2/22/2014,1.1,92,9
0,2/22/2014,1.1,92,9
0,2/22/2014,1.2,91,7.8
0,2/22/2014,1.6,90,6.9
0,2/22/2014,2,88,6.9
0,2/22/2014,2.3,85,5.8
0,2/22/2014,2.7,83,4.7
0,2/22/2014,2.8,83,5.2
0,2/23/2014,3,84,8.3
0,2/23/2014,2.8,85,10.8
0,2/23/2014,2.8,87,10.2
0,2/23/2014,2.7,88,12.3
0,2/23/2014,2.8,89,15.3
0,2/23/2014,2.9,89,17.8
0,2/23/2014,3.2,88,17.8
0,2/23/2014,3.3,87,17.4
0,2/23/2014,3.5,85,19
0,2/23/2014,3.7,83,21.5
0,2/23/2014,3.7,82,21.8
0,2/23/2014,3.7,81,20.6
0,2/23/2014,3.6,81,19.7
0,2/23/2014,3.5,82,17.9
0,2/23/2014,3.4,83,15
0,2/23/2014,3.3,84,13.8
0,2/23/2014,3.4,84,15.5
0,2/23/2014,3.5,83,18.3
0,2/23/2014,3.5,83,20.1
0,2/23/2014,3.7,84,19.5
0,2/23/2014,3.7,85,17.9
0,2/23/2014,3.8,86,16.6
0,2/23/2014,3.8,86,14.1
0,2/23/2014,3.8,87,11.5
0,2/24/2014,3.9,88,9.6
0,2/24/2014,3.9,87,8.7
0,2/24/2014,4.1,87,5.8
0,2/24/2014,4.1,87,8.4
0,2/24/2014,4.2,86,11.8
0,2/24/2014,4.3,85,15.7
0,2/24/2014,4.5,83,19.1
0,2/24/2014,4.6,83,21.6
0,2/24/2014,4.6,84,24.1
0,2/24/2014,4.5,84,25.4
0,2/24/2014,4.3,86,23.2
0,2/24/2014,4.2,86,20.1
0,2/24/2014,4,87,17.8
0,2/24/2014,3.9,88,17.9
0,2/24/2014,3.8,89,15.6
0,2/24/2014,3.8,89,16.3
0,2/24/2014,3.8,88,14.3
0,2/24/2014,4,88,11.4
0,2/24/2014,4.1,87,10.8
0,2/24/2014,4.2,87,11.6
0,2/24/2014,4.2,87,12.4
0,2/24/2014,4.3,87,12.6
0,2/24/2014,4.4,87,13.7
0,2/24/2014,4.6,87,14.8
0,2/25/2014,4.6,86,17.4
0,2/25/2014,4.6,86,21
0,2/25/2014,4.7,85,20.3
0,2/25/2014,4.8,84,22.9
0,2/25/2014,5.1,82,25.6
0,2/25/2014,5.3,80,27.5
0,2/25/2014,5.4,79,28.5
0,2/25/2014,5.2,78,27.6
0,2/25/2014,4.9,80,26
0,2/25/2014,4.8,80,23.6
0,2/25/2014,4.6,81,22
0,2/25/2014,4.3,83,20.7
0,2/25/2014,4.2,84,19.6
0,2/25/2014,4.1,84,19.5
0,2/25/2014,4,85,19.3
0,2/25/2014,4,86,17.8
0,2/25/2014,4.1,85,17.6
0,2/25/2014,4.2,84,18.8
0,2/25/2014,4.2,83,19.1
0,2/25/2014,4.4,82,19.1
0,2/25/2014,4.4,81,18.4
0,2/25/2014,4.6,81,16.3
0,2/25/2014,4.7,81,14.3
0,2/25/2014,4.7,81,14
0,2/26/2014,4.8,81,17
0,2/26/2014,4.8,81,20.1
0,2/26/2014,4.5,81,17.2
0,2/26/2014,4.6,81,18.3
0,2/26/2014,4.6,81,19.5
0,2/26/2014,4.7,81,25.3
0,2/26/2014,4.9,80,28.6
0,2/26/2014,5.1,80,27.9
0,2/26/2014,5.2,80,28.2
0,2/26/2014,5.2,80,29
0,2/26/2014,5.2,78,30
0,2/26/2014,5.2,78,30.4
0,2/26/2014,4.9,81,25.9
0,2/26/2014,4.7,87,21.7
0,2/26/2014,4.2,88,31.6
0,2/26/2014,3.3,91,45.3
0,2/26/2014,2.4,91,54
0,2/26/2014,2,83,56.1
0,2/26/2014,2.2,70,54.7
0,2/26/2014,2.2,63,50.5
0,2/26/2014,1.9,59,48.2
0,2/26/2014,1.7,58,46.5
0,2/26/2014,1.6,58,45.1
0,2/26/2014,1.6,56,44.7
0,2/27/2014,1.8,54,43.6
0,2/27/2014,1.9,52,42.1
0,2/27/2014,1.5,52,40.7
0,2/27/2014,1.6,51,40.8
0,2/27/2014,1.6,49,39.5
0,2/27/2014,1.6,49,37.1
0,2/27/2014,1.5,48,36.2
0,2/27/2014,1.3,48,34.6
0,2/27/2014,1.1,47,32.9
0,2/27/2014,0.9,46,31.1
0,2/27/2014,0.8,46,30.2
0,2/27/2014,0.6,47,30.6
0,2/27/2014,0.4,47,31.6
0,2/27/2014,0.3,47,32.1
0,2/27/2014,0.2,48,28.5
0,2/27/2014,0.2,47,27.5
0,2/27/2014,0.3,46,27.9
0,2/27/2014,0.4,45,25.7
0,2/27/2014,0.6,44,22.6
0,2/27/2014,0.8,44,19.1
0,2/27/2014,0.9,43,17.9
0,2/27/2014,1.1,43,18.2
0,2/27/2014,1.4,41,15.7
0,2/27/2014,1.6,39,11.3
0,2/28/2014,1.8,40,12.2
0,2/28/2014,1.9,42,9.4
0,2/28/2014,2,45,9.5
0,2/28/2014,2.1,49,9.9
0,2/28/2014,2,54,12
0,2/28/2014,2,59,16.1
0,2/28/2014,1.9,63,18.9
0,2/28/2014,1.8,64,17.8
0,2/28/2014,1.6,65,17.1
0,2/28/2014,1.6,64,18.7
0,2/28/2014,1.6,63,19.9
0,2/28/2014,1.6,61,19.9
0,2/28/2014,1.6,60,21.7
0,2/28/2014,1.6,59,22.8
0,2/28/2014,1.3,60,20.7
0,2/28/2014,1.2,60,20.2
0,2/28/2014,1.4,59,19.8
0,2/28/2014,1.5,56,18.2
0,2/28/2014,1.8,53,17
0,2/28/2014,2.1,51,15.1
0,2/28/2014,2.4,51,15
0,2/28/2014,2.6,53,15.5
0,2/28/2014,2.8,54,15.3
0,2/28/2014,2.9,56,15.6
0,3/1/2014,2.8,60,17.1
0,3/1/2014,2.7,63,17.6
0,3/1/2014,2.5,61,16.1
0,3/1/2014,2.2,64,17.4
0,3/1/2014,2,65,19.2
0,3/1/2014,1.9,66,18.9
0,3/1/2014,1.9,65,19.8
0,3/1/2014,1.9,64,20.9
0,3/1/2014,2,64,19.4
0,3/1/2014,2,63,16.2
0,3/1/2014,2,62,16.6
0,3/1/2014,1.9,63,16.8
0,3/1/2014,1.8,62,13.2
0,3/1/2014,1.8,61,10
0,3/1/2014,1.6,62,7.1
0,3/1/2014,1.6,62,4.7
0,3/1/2014,1.8,61,2.5
0,3/1/2014,2,59,3.5
0,3/1/2014,2.2,58,2.9
0,3/1/2014,2.4,57,1.8
0,3/1/2014,2.5,58,5.9
0,3/1/2014,2.7,60,10.2
0,3/1/2014,2.8,62,13.9
0,3/1/2014,3,64,15.8
0,3/2/2014,3,66,17.8
0,3/2/2014,3.1,69,18.5
0,3/2/2014,3.1,73,17.2
0,3/2/2014,3,76,18.9
0,3/2/2014,3.2,78,23
0,3/2/2014,3.2,79,26.5
0,3/2/2014,3.5,78,26.7
0,3/2/2014,3.7,78,25.8
0,3/2/2014,3.8,77,26
0,3/2/2014,3.8,74,26.6
0,3/2/2014,3.8,71,26.2
0,3/2/2014,3.8,70,24.3
0,3/2/2014,3.8,72,21.3
0,3/2/2014,3.7,75,17.3
0,3/2/2014,3.5,78,12.4
0,3/2/2014,3.5,80,9.8
0,3/2/2014,3.6,81,11.5
0,3/2/2014,3.8,81,15.2
0,3/2/2014,3.8,81,18
0,3/2/2014,3.9,81,19.4
0,3/2/2014,4,81,20.1
0,3/2/2014,4.2,81,19.2
0,3/2/2014,4.6,80,17.7
0,3/2/2014,5.1,78,18.4
0,3/3/2014,5.6,74,21.1
0,3/3/2014,6,69,25.9
0,3/3/2014,5.7,72,25.3
0,3/3/2014,6.1,66,33.3
0,3/3/2014,6.4,60,43.2
0,3/3/2014,6.3,56,49.8
0,3/3/2014,6.1,56,51.7
0,3/3/2014,6,56,54.4
0,3/3/2014,5.9,57,55.9
0,3/3/2014,5.8,58,55.3
0,3/3/2014,5.7,59,54.9
0,3/3/2014,5.6,59,54.5
0,3/3/2014,5.6,59,51.4
0,3/3/2014,5.4,60,45.2
0,3/3/2014,4.9,67,34.9
0,3/3/2014,3.9,77,29.3
0,3/3/2014,3,85,29.5
0,3/3/2014,2.3,88,31.5
0,3/3/2014,2,90,34
0,3/3/2014,1.8,89,33.5
0,3/3/2014,1.8,87,31.7
0,3/3/2014,1.9,84,34.2
0,3/3/2014,1.9,82,37.8
0,3/3/2014,2,78,38.3
0,3/4/2014,2.2,73,38.2
0,3/4/2014,2.2,69,36.3
0,3/4/2014,2.1,63,35.7
0,3/4/2014,2.1,62,32.1
0,3/4/2014,2.1,60,26.8
0,3/4/2014,2.2,57,23.3
0,3/4/2014,2.2,55,21.3
0,3/4/2014,2.1,55,20.6
0,3/4/2014,2,57,22.5
0,3/4/2014,1.9,58,24.9
0,3/4/2014,1.7,60,26.3
0,3/4/2014,1.5,61,26.6
0,3/4/2014,1.4,63,24.6
0,3/4/2014,1.4,61,21.4
0,3/4/2014,1.1,63,19.6
0,3/4/2014,1.1,63,19.7
0,3/4/2014,1.3,61,20.2
0,3/4/2014,1.5,59,19.4
0,3/4/2014,1.7,56,18.8
0,3/4/2014,1.9,55,19.1
0,3/4/2014,2,55,19.4
0,3/4/2014,2,56,19.3
0,3/4/2014,2,58,18.2
0,3/4/2014,2,60,16.4
0,3/5/2014,2,61,16.7
0,3/5/2014,2,62,17.6
0,3/5/2014,1.5,62,13.7
0,3/5/2014,1.5,62,15.7
0,3/5/2014,1.7,61,18.6
0,3/5/2014,1.9,60,22.1
0,3/5/2014,2,61,25
0,3/5/2014,2.2,62,24.8
0,3/5/2014,2.3,62,24.5
0,3/5/2014,2.5,62,23.7
0,3/5/2014,2.8,63,23.6
0,3/5/2014,2.9,64,22.3
0,3/5/2014,2.5,70,21.2
0,3/5/2014,1.9,73,22.3
0,3/5/2014,1.5,75,24.5
0,3/5/2014,0.8,77,28
0,3/5/2014,0.3,74,32.1
0,3/5/2014,0.2,67,34.7
0,3/5/2014,0.3,57,33.7
0,3/5/2014,0.4,49,31.1
0,3/5/2014,0.4,44,28.2
0,3/5/2014,0.6,40,24.7
0,3/5/2014,0.6,38,21.7
0,3/5/2014,0.7,36,18.7
0,3/6/2014,0.7,36,17.2
0,3/6/2014,0.7,36,17
0,3/6/2014,-0.1,39,16.3
